node,year,Acid,GWI,EcotFW,ERnonRE,EutrFW,EutrM,EutrT,Htcarc,Htnoncarc,IR,LU,MRmm,ODP,PMF,POF,WU
luna_NO,2035,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
luna_NO,2036,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
luna_NO,2038,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
luna_NO,2039,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
luna_NO,2040,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
luna_NO,2033,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2051,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2045,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2046,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2047,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2048,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2049,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2050,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2052,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2044,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2054,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2055,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2056,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2057,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2058,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2059,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2060,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2053,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2043,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2025,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2041,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2026,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2027,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2028,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2029,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2030,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2031,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2032,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2042,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2034,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2035,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2036,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2037,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2038,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2039,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2040,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
norne_DK,2033,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2046,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2047,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2048,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2049,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2050,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2051,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2052,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2056,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2054,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2055,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2057,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2058,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2059,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2060,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2045,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2053,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2044,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2043,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2025,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2042,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2026,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2027,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2028,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2029,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2031,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2032,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2033,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2030,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2035,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2036,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2037,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2038,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2039,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2040,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2041,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_endurance_UK,2034,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2051,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2045,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2046,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2047,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2048,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2049,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2050,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2052,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2044,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
northern_lights_NO,2054,0.0302165136658723,2.74079190248832,193.744747475276,26.6152509633037,0.000587949566929021,0.00957767665405925,0.129365286787496,1.39563403160971e-08,3.98315584844442e-08,0.12451054482793,22.9655951587383,1.85812250777705e-05,2.54616580387396e-07,3.63888677202045e-07,0.0288392595160317,0.840198118053553
